id,iteracion,split,recording,Hallazgo,species,sugerencia,begin_time_s,end_time_s,low_freq_hz,high_freq_hz,score,pasa,fecha
train|missing|20240223_165342|lw/cs|18.243|7527,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240223_165342.wav,missing,lw/cs,,18.24349021911621,18.670875549316406,7526.685930299824,9557.664006686651,0.8212,duda,2026-09-17T01:16:44
train|missing|20240223_165451|lw/cs|25.895|7595,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240223_165451.wav,missing,lw/cs,,25.89527130126953,26.502735137939453,7594.614881070674,9722.437969575449,0.8194,duda,2026-09-17T01:16:50
train|missing|20240223_165451|lw/cs|51.242|9058,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240223_165451.wav,missing,lw/cs,,51.24162292480469,51.72863006591797,9058.265287224069,11136.511237883053,0.8189,duda,2026-09-17T01:17:04
train|missing|20240219_080817|lw/cs|13.581|8932,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_080817.wav,missing,lw/cs,,13.58079433441162,13.999722480773926,8932.252878850211,11692.941265996791,0.8134,si,2026-09-17T01:17:20
train|missing|20240528_081547|lw/cs|3.041|8069,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081547.wav,missing,lw/cs,,3.0407676696777344,3.4520819187164307,8068.9962874267185,10672.170345735243,0.8092,si,2026-09-17T01:17:28
train|missing|20240417_072910|lw/cs|5.285|8145,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240417_072910.wav,missing,lw/cs,,5.28526782989502,5.724557399749756,8145.4866680531695,10026.457644411996,0.8091,duda,2026-09-17T01:17:45
train|missing|20240207_064413|lw/cs|38.589|8887,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240207_064413.wav,missing,lw/cs,,38.58898162841797,38.99374771118164,8886.706391022428,11874.354219574703,0.809,si,2026-09-17T01:18:04
train|missing|20240217_092428|lw/cs|23.305|8417,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240217_092428.wav,missing,lw/cs,,23.305438995361328,23.563119888305664,8417.482376605889,10839.159902310566,0.807,si,2026-09-17T01:18:09
train|missing|20240219_080817|lw/cs|29.332|8793,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_080817.wav,missing,lw/cs,,29.3322696685791,29.70853805541992,8793.41301334442,11810.526563303458,0.8054,duda,2026-09-17T01:19:27
train|missing|20240214_101201|lw/cs|11.82|7348,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240214_101201.wav,missing,lw/cs,,11.820456504821776,12.306641578674316,7347.714365898486,9966.465373592044,0.8007,si,2026-09-17T01:19:47
train|missing|20240528_081824|lw/cs|11.549|6754,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081824.wav,missing,lw/cs,,11.54868221282959,11.837322235107422,6754.143624965321,8069.043118975405,0.7997,duda,2026-09-17T01:20:05
train|missing|20240405_065028|lw/cs|56.693|7580,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065028.wav,missing,lw/cs,,56.69252395629883,56.95913696289063,7580.28155644209,9111.926050077906,0.7977,si,2026-09-17T01:20:30
train|missing|20240621_152146|lw/cs|11.101|8872,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_152146.wav,missing,lw/cs,,11.10072135925293,11.592483520507812,8871.567550960477,10142.217027796958,0.7976,duda,2026-09-17T01:32:13
train|missing|20240405_065028|lw/cs|55.833|7993,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065028.wav,missing,lw/cs,,55.83292007446289,56.18104934692383,7993.038784404844,9787.266320006816,0.7934,si,2026-09-17T01:32:16
train|missing|20240223_165451|lw/cs|26.607|7456,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240223_165451.wav,missing,lw/cs,,26.60700225830078,27.0,7456.126202030504,9611.601001354364,0.7898,si,2026-09-17T01:32:18
train|missing|20240621_151639|lw/cs|8.166|9436,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_151639.wav,missing,lw/cs,,8.165755271911621,8.57314682006836,9436.443880376051,11308.594893582982,0.7894,duda,2026-09-17T01:33:23
train|missing|20240313_165431|lw/cs|9.469|8061,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240313_165431.wav,missing,lw/cs,,9.469437599182127,9.880620002746582,8060.869400027046,9633.478418573066,0.7861,duda,2026-09-17T01:33:31
train|missing|20240417_072910|lw/cs|4.719|8195,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240417_072910.wav,missing,lw/cs,,4.719079494476318,5.068217277526856,8194.899045534987,9748.799254938927,0.7842,duda,2026-09-17T01:33:46
train|missing|20240207_064413|lw/cs|38.0|8673,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240207_064413.wav,missing,lw/cs,,37.99991226196289,38.36822891235352,8672.555178850038,11978.341360277524,0.7833,duda,2026-09-17T01:34:00
train|missing|20240611_070545|lw/cs|4.745|8307,1,train,/home/fcandia/tesis-primate/data/raw/howler_monkey__AS/20240611_070545.wav,missing,lw/cs,,4.744715690612793,5.208948135375977,8307.410389898552,9566.259913970018,0.7821,duda,2026-09-17T01:34:03
train|missing|20240210_121234|lw/cs|34.051|7854,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240210_121234.wav,missing,lw/cs,,34.05142974853516,34.371768951416016,7853.72037171071,9562.610305777664,0.7812,si,2026-09-17T01:34:15
train|missing|20240219_080618|lw/cs|25.5|8189,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_080618.wav,missing,lw/cs,,25.4998779296875,25.655118942260746,8189.434132039939,10250.467916437736,0.7802,duda,2026-09-17T01:34:21
train|missing|20240528_081654|lw/cs|13.719|6996,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081654.wav,missing,lw/cs,,13.71902561187744,14.175368309020996,6995.846642773574,8822.424628659064,0.779,si,2026-09-17T01:34:23
train|missing|20240223_165451|lw/cs|50.724|9086,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240223_165451.wav,missing,lw/cs,,50.72356414794922,51.19777297973633,9085.969418211029,10804.696353914307,0.7786,si,2026-09-17T01:34:25
train|missing|20240417_074230|lw/cs|6.35|7410,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240417_074230.wav,missing,lw/cs,,6.349854946136475,6.891122817993164,7409.918210537148,10123.19236213261,0.7773,si,2026-09-17T01:34:31
train|missing|20240415_142132|lw/cs|2.71|7598,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240415_142132.wav,missing,lw/cs,,2.7100751399993896,3.0057647228240967,7598.147543347988,9651.117099158371,0.7754,duda,2026-09-17T01:34:34
train|missing|20240621_151639|lw/cs|7.641|9429,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_151639.wav,missing,lw/cs,,7.640687465667725,8.10312557220459,9429.398451332514,11441.579854118265,0.7711,duda,2026-09-17T01:34:37
train|missing|20240219_080817|lw/cs|4.641|8988,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_080817.wav,missing,lw/cs,,4.64149284362793,5.080310821533203,8987.910750478159,11769.713805757608,0.7707,duda,2026-09-17T01:34:40
train|missing|20240210_121234|lw/cs|96.102|7150,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240210_121234.wav,missing,lw/cs,,96.10166931152344,96.45653533935548,7149.782881739484,8733.712858235447,0.7706,si,2026-09-17T01:34:42
train|missing|20240621_151639|lw/cs|25.695|9077,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_151639.wav,missing,lw/cs,,25.695125579833984,26.132402420043945,9077.116917607244,10750.707544484269,0.7649,duda,2026-09-17T01:34:44
train|missing|20240223_165451|lw/cs|43.571|7761,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240223_165451.wav,missing,lw/cs,,43.570556640625,44.06242370605469,7760.633996240903,10069.361839463936,0.7642,si,2026-09-17T01:34:46
train|missing|20241226_100823|lw/cs|15.997|7769,1,train,/home/fcandia/tesis-primate/data/raw/peruvian_spider_monkey__AC/20241226_100823.wav,missing,lw/cs,,15.997303009033203,16.4916934967041,7769.033808290551,9885.272221502531,0.764,duda,2026-09-17T01:34:53
train|missing|20240621_151639|lw/cs|14.69|9581,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_151639.wav,missing,lw/cs,,14.689669609069824,15.0,9580.660156575645,11617.519306075676,0.7608,duda,2026-09-17T01:35:25
test|missing|20240405_065156|lw/cs|5.038|7796,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065156.wav,missing,lw/cs,,5.037519454956055,5.544621467590332,7796.269106738428,10189.614205498456,0.7602,si,2026-09-17T01:35:27
val|missing|20240405_065325|lw/cs|11.36|8523,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065325.wav,missing,lw/cs,,11.35970401763916,11.865671157836914,8523.488893020924,10473.42866810759,0.7596,si,2026-09-17T01:35:31
train|missing|20240528_081940|lw/cs|21.836|8443,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081940.wav,missing,lw/cs,,21.835596084594727,22.08673477172852,8443.006708202542,9697.031570083447,0.7568,duda,2026-09-17T01:36:05
train|missing|20240528_081940|lw/cs|25.154|7148,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081940.wav,missing,lw/cs,,25.15448760986328,25.496671676635746,7147.753137365736,9235.542953046284,0.7537,si,2026-09-17T01:36:08
test|missing|20240405_065156|lw/cs|7.983|7916,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065156.wav,missing,lw/cs,,7.983036041259766,8.353199005126953,7916.255980058198,9443.19835154019,0.7528,si,2026-09-17T01:36:10
train|missing|20240528_081444|lw/cs|0.164|7786,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081444.wav,missing,lw/cs,,0.1643540561199188,0.5008258819580078,7785.811396724859,9538.94153950833,0.7524,si,2026-09-17T01:36:13
train|missing|20240219_080618|lw/cs|61.345|7000,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_080618.wav,missing,lw/cs,,61.34540939331055,61.59328842163086,6999.666747131214,9548.060627829487,0.7519,si,2026-09-17T01:36:15
train|missing|20240207_063907|lw/cs|4.559|6773,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240207_063907.wav,missing,lw/cs,,4.558674812316895,4.81254768371582,6773.138478217666,8417.429938639489,0.7499,si,2026-09-17T01:36:16
test|missing|20240405_065156|lw/cs|4.474|8111,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065156.wav,missing,lw/cs,,4.473812103271484,5.000241279602051,8111.416155298765,10440.933864953136,0.7496,si,2026-09-17T01:36:17
train|missing|20240528_081940|lw/cs|19.331|5803,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081940.wav,missing,lw/cs,,19.33059883117676,19.589141845703125,5803.092795193373,7017.689138285659,0.745,si,2026-09-17T01:36:19
test|missing|20240611_071211|lw/cs|8.014|6744,1,test,/home/fcandia/tesis-primate/data/raw/howler_monkey__AS/20240611_071211.wav,missing,lw/cs,,8.014101028442383,8.549516677856445,6743.717807449351,8372.862203812396,0.744,si,2026-09-17T01:36:20
train|missing|20240528_081444|lw/cs|4.353|8081,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081444.wav,missing,lw/cs,,4.352870941162109,4.643963813781738,8080.89773695869,9529.139270079871,0.7434,si,2026-09-17T01:36:22
train|missing|20240528_081746|lw/cs|2.15|8002,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081746.wav,missing,lw/cs,,2.149943828582764,2.4256608486175537,8001.574599944829,9296.307859777931,0.7433,si,2026-09-17T01:36:23
train|missing|20240528_081940|lw/cs|17.367|7386,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081940.wav,missing,lw/cs,,17.366662979125977,17.72046661376953,7385.753110701554,9103.93609721896,0.7417,si,2026-09-17T01:36:25
train|missing|20240520_070405|lw/cs|18.869|8114,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240520_070405.wav,missing,lw/cs,,18.869129180908203,19.1910457611084,8113.606432994639,10244.697741133574,0.7389,duda,2026-09-17T01:36:29
train|missing|20240429_104402|lw/cs|31.501|8241,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240429_104402.wav,missing,lw/cs,,31.500560760498047,32.00599670410156,8240.88426692697,11124.715608310697,0.7385,si,2026-09-17T01:36:33
train|missing|20240528_081824|lw/cs|29.568|6329,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081824.wav,missing,lw/cs,,29.568239212036133,29.89702033996582,6328.502718104931,8521.497920831254,0.7373,duda,2026-09-17T01:36:36
train|missing|20240621_151639|lw/cs|15.339|9398,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_151639.wav,missing,lw/cs,,15.339391708374023,15.933185577392578,9397.944357749351,11314.78776412143,0.7359,si,2026-09-17T01:36:38
val|missing|20240405_065325|lw/cs|11.891|8113,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065325.wav,missing,lw/cs,,11.890911102294922,12.32992458343506,8112.911277633986,10034.599663474688,0.7353,si,2026-09-17T01:36:40
val|missing|20240405_065325|lw/cs|28.768|8251,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065325.wav,missing,lw/cs,,28.76847076416016,29.2817497253418,8250.65435407785,10246.831407149211,0.7345,si,2026-09-17T01:36:51
test|missing|20240611_071211|lw/cs|7.401|6828,1,test,/home/fcandia/tesis-primate/data/raw/howler_monkey__AS/20240611_071211.wav,missing,lw/cs,,7.400970935821533,7.999249458312988,6828.0848367279,8752.215134857228,0.7342,si,2026-09-17T01:36:52
train|missing|20240207_065212|lw/cs|18.942|7632,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240207_065212.wav,missing,lw/cs,,18.94248580932617,19.224308013916016,7631.633218934684,9538.09400720448,0.7342,duda,2026-09-17T01:37:11
train|missing|20240528_081654|lw/cs|10.367|8210,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081654.wav,missing,lw/cs,,10.366743087768556,10.70521354675293,8210.232226801174,9909.905029766462,0.7326,si,2026-09-17T01:37:18
train|missing|20240528_081654|lw/cs|8.749|8565,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081654.wav,missing,lw/cs,,8.748870849609375,9.192360877990724,8564.675572696753,10709.939304594032,0.7322,si,2026-09-17T01:37:20
train|missing|20240219_080817|lw/cs|36.002|8376,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_080817.wav,missing,lw/cs,,36.001556396484375,36.56585311889648,8375.764331408935,10795.69395480647,0.7319,si,2026-09-17T01:37:22
train|missing|20240219_075843|lw/cs|9.675|8180,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_075843.wav,missing,lw/cs,,9.674644470214844,9.951173782348633,8179.911443127031,9344.215050083354,0.7314,duda,2026-09-17T01:37:25
train|missing|20240429_104402|lw/cs|32.155|8092,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240429_104402.wav,missing,lw/cs,,32.15514373779297,32.55332946777344,8092.259077795704,10338.864779525546,0.7312,si,2026-09-17T01:37:26
train|missing|20240405_065028|lw/cs|55.5|8297,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065028.wav,missing,lw/cs,,55.5,55.76423645019531,8296.962934183231,9652.250418577947,0.7259,duda,2026-09-17T01:37:31
train|missing|20240528_081746|lw/cs|1.674|8188,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081746.wav,missing,lw/cs,,1.67368483543396,1.974713563919068,8188.484690143025,9780.775714065385,0.7236,si,2026-09-17T01:37:34
train|missing|20240219_080817|lw/cs|35.218|8519,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240219_080817.wav,missing,lw/cs,,35.21791458129883,35.94782257080078,8519.335049090136,11205.74716380975,0.7226,si,2026-09-17T01:37:44
train|missing|20240528_081940|lw/cs|18.636|6743,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081940.wav,missing,lw/cs,,18.63618469238281,18.84919548034668,6743.07718911954,7697.209564261929,0.7222,duda,2026-09-17T01:37:55
train|missing|20240223_165342|lw/cs|52.426|9383,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240223_165342.wav,missing,lw/cs,,52.42605972290039,52.7437858581543,9382.667122018349,11044.496096485404,0.721,si,2026-09-17T01:37:59
test|missing|20240405_065156|lw/cs|5.574|7399,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065156.wav,missing,lw/cs,,5.5736894607543945,5.986171722412109,7399.282205161306,9612.865566436478,0.7202,si,2026-09-17T01:38:00
val|missing|20250113_093732|lw/cs|0.234|7766,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20250113_093732.wav,missing,lw/cs,,0.233940839767456,0.6777563095092773,7766.478729673096,9974.60351489379,0.7178,si,2026-09-17T01:38:03
test|missing|20240417_072715|lw/cs|16.658|8268,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240417_072715.wav,missing,lw/cs,,16.658405303955078,16.99878692626953,8268.400794735198,10071.410435769469,0.7153,si,2026-09-17T01:38:05
test|missing|20240417_072715|lw/cs|25.948|8051,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240417_072715.wav,missing,lw/cs,,25.94782447814941,26.5550537109375,8051.293889635101,10655.331516572362,0.714,si,2026-09-17T01:38:07
test|missing|20240406_064711|lw/cs|18.506|6540,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240406_064711.wav,missing,lw/cs,,18.50568962097168,18.8547306060791,6540.424143831086,7909.789661666651,0.7137,si,2026-09-17T01:38:08
train|missing|20240405_064940|lw/cs|38.938|6136,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_064940.wav,missing,lw/cs,,38.93759536743164,39.1439094543457,6136.293325598774,7828.870538239807,0.7123,duda,2026-09-17T01:38:12
test|missing|20240405_065156|lw/cs|7.129|8094,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065156.wav,missing,lw/cs,,7.129093170166016,7.507292747497559,8093.698567203621,10114.70102425189,0.7117,si,2026-09-17T01:38:18
test|missing|20240405_065156|lw/cs|3.944|8443,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065156.wav,missing,lw/cs,,3.944286823272705,4.399149894714356,8442.525944455614,10240.957522391613,0.7106,si,2026-09-17T01:38:20
val|missing|20240621_151709|lw/cs|10.044|9281,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_151709.wav,missing,lw/cs,,10.043642044067385,10.62057876586914,9280.550898805395,11378.740636064893,0.7106,duda,2026-09-17T01:38:22
val|missing|20240405_065325|lw/cs|29.313|7652,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065325.wav,missing,lw/cs,,29.312894821166992,29.94680595397949,7652.496956584657,10457.324131085346,0.7105,si,2026-09-17T01:38:25
val|missing|20240207_064511|lw/cs|24.745|7425,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240207_064511.wav,missing,lw/cs,,24.7449893951416,25.21344757080078,7425.465289849376,9334.197281997049,0.7097,si,2026-09-17T01:38:26
val|missing|20240611_070514|lw/cs|0.129|6249,1,val,/home/fcandia/tesis-primate/data/raw/howler_monkey__AS/20240611_070514.wav,missing,lw/cs,,0.1291473358869552,0.5768393278121948,6248.97509180936,7671.189336141678,0.7095,si,2026-09-17T01:38:34
test|missing|20240405_065156|lw/cs|7.549|7790,1,test,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065156.wav,missing,lw/cs,,7.549055576324463,7.9431610107421875,7790.246850771415,9677.581495832692,0.709,si,2026-09-17T01:38:36
val|missing|20240405_065325|lw/cs|18.246|6970,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240405_065325.wav,missing,lw/cs,,18.24634552001953,18.704864501953125,6969.792222804232,9128.369624242,0.7082,si,2026-09-17T01:38:37
train|missing|20240207_065212|lw/cs|18.465|7896,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240207_065212.wav,missing,lw/cs,,18.464988708496094,18.66401672363281,7896.354200367345,9279.821100653864,0.707,duda,2026-09-17T01:38:40
val|missing|20240417_074154|lw/cs|17.877|8092,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240417_074154.wav,missing,lw/cs,,17.87718391418457,18.284427642822266,8092.013467003969,10876.674940195082,0.7068,si,2026-09-17T01:38:42
train|missing|20240210_121234|lw/cs|96.598|6980,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240210_121234.wav,missing,lw/cs,,96.5979995727539,96.88333892822266,6980.029859089091,8430.548821743252,0.706,si,2026-09-17T01:38:44
train|missing|20240528_081620|lw/cs|19.455|6524,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240528_081620.wav,missing,lw/cs,,19.45513343811035,19.69640350341797,6523.649803944804,7661.509013889552,0.7054,si,2026-09-17T01:38:46
train|missing|20240210_121234|lw/cs|38.763|7309,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240210_121234.wav,missing,lw/cs,,38.76337432861328,39.14345550537109,7308.806598931471,9525.874632916824,0.7043,si,2026-09-17T01:38:48
train|missing|20240217_092428|lw/cs|22.907|8518,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240217_092428.wav,missing,lw/cs,,22.906822204589844,23.110260009765625,8517.551345808208,10494.938315901649,0.7043,duda,2026-09-17T01:39:06
train|missing|20240217_092428|lw/cs|22.393|7329,1,train,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240217_092428.wav,missing,lw/cs,,22.39343643188477,22.73828125,7328.805855334669,9156.26671080434,0.7041,duda,2026-09-17T01:39:09
val|missing|20240621_151709|lw/cs|30.185|8904,1,val,/home/fcandia/tesis-primate/data/raw/weddells_saddleBack_tamarin__LW/20240621_151709.wav,missing,lw/cs,,30.18513870239257,30.655282974243164,8903.672014092956,10584.729144687974,0.7027,si,2026-09-17T01:39:17
